"Module Name","Display Name","Description","Driver Type","Start Mode","State","Status","Accept Stop","Accept Pause","Paged Pool(bytes)","Code(bytes)","BSS(bytes)","Link Date","Path","Init(bytes)"
"percsas3i","percsas3i","percsas3i","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","49,152","0","6/1/2018 2:47:02 PM","C:\Windows\system32\drivers\percsas3i.sys","4,096"
"PktMon","Packet Monitor Driver","Packet Monitor Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","94,208","0","","C:\Windows\system32\drivers\PktMon.sys","4,096"
"PktMonApi","Packet Monitor Export Driver","Packet Monitor Export Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","16,384","0","","C:\Windows\system32\drivers\PktMonApi.sys","4,096"
"PlutonHeci","Microsoft Pluton Security Service","Microsoft Pluton Security Service","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","20,480","0","","C:\Windows\system32\DriverStore\FileRepository\pluton-heci.inf_amd64_2ab19567719f33ae\pluton-heci.sys","4,096"
"PlutonHsp2","Microsoft Pluton Service","Microsoft Pluton Service","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","20,480","0","","C:\Windows\system32\DriverStore\FileRepository\plutonhsp2.inf_amd64_babf747387570b43\PlutonHsp2.sys","4,096"
"pmem","Microsoft persistent memory disk driver","Microsoft persistent memory disk driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","28,672","53,248","0","","C:\Windows\system32\drivers\pmem.sys","4,096"
"PNPMEM","Microsoft Memory Module Driver","Microsoft Memory Module Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","8,192","0","","C:\Windows\system32\drivers\pnpmem.sys","4,096"
"portcfg","portcfg","portcfg","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","12,288","0","","C:\Windows\system32\drivers\portcfg.sys","4,096"
"PptpMiniport","WAN Miniport (PPTP)","WAN Miniport (PPTP)","Kernel ","Manual","Running","OK","TRUE","FALSE","65,536","36,864","0","","C:\Windows\system32\drivers\raspptp.sys","4,096"
"PRM","Microsoft PRM Driver","Microsoft PRM Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","4,096","16,384","0","","C:\Windows\system32\DriverStore\FileRepository\prm.inf_amd64_7c38475757a1f016\PRM.sys","4,096"
"Processor","Processor Driver","Processor Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","122,880","57,344","0","","C:\Windows\system32\drivers\processr.sys","12,288"
"Psched","QoS Packet Scheduler","QoS Packet Scheduler","Kernel ","System","Running","OK","TRUE","FALSE","20,480","86,016","0","","C:\Windows\system32\drivers\pacer.sys","4,096"
"pvscsi","pvscsi Storage Controller Driver","pvscsi Storage Controller Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","24,576","0","5/19/2021 8:55:26 PM","C:\Windows\system32\drivers\pvscsii.sys","4,096"
"QWAVEdrv","QWAVE driver","QWAVE driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","40,960","0","","C:\Windows\system32\drivers\qwavedrv.sys","4,096"
"Ramdisk","Windows RAM Disk Driver","Windows RAM Disk Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","16,384","12,288","0","","C:\Windows\system32\drivers\ramdisk.sys","4,096"
"RasAcd","Remote Access Auto Connection Driver","Remote Access Auto Connection Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","16,384","0","","C:\Windows\system32\DRIVERS\rasacd.sys","4,096"
"RasAgileVpn","WAN Miniport (IKEv2)","WAN Miniport (IKEv2)","Kernel ","Manual","Running","OK","TRUE","FALSE","32,768","49,152","0","","C:\Windows\system32\drivers\AgileVpn.sys","4,096"
"Rasl2tp","WAN Miniport (L2TP)","WAN Miniport (L2TP)","Kernel ","Manual","Running","OK","TRUE","FALSE","73,728","24,576","0","","C:\Windows\system32\drivers\rasl2tp.sys","4,096"
"RasPppoe","Remote Access PPPOE Driver","Remote Access PPPOE Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","49,152","32,768","0","","C:\Windows\system32\drivers\raspppoe.sys","4,096"
"RasSstp","WAN Miniport (SSTP)","WAN Miniport (SSTP)","Kernel ","Manual","Running","OK","TRUE","FALSE","49,152","28,672","0","","C:\Windows\system32\drivers\rassstp.sys","4,096"
"rcbottom","AMD-RAID Bottom Service","AMD-RAID Bottom Service","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","69,632","0","3/21/2024 11:00:03 PM","C:\Windows\system32\drivers\rcbottom.sys","4,096"
"rccfg","AMD-RAID Config Device","AMD-RAID Config Device","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","8,192","0","3/21/2024 11:00:07 PM","C:\Windows\system32\drivers\rccfg.sys","4,096"
"rcraid","rcraid","rcraid","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","512,000","0","3/21/2024 11:01:14 PM","C:\Windows\system32\drivers\rcraid.sys","4,096"
"rdbss","Redirected Buffering Sub System","Redirected Buffering Sub System","File System ","System","Running","OK","TRUE","FALSE","249,856","167,936","0","","C:\Windows\system32\DRIVERS\rdbss.sys","8,192"
"rdpbus","Remote Desktop Device Redirector Bus Driver","Remote Desktop Device Redirector Bus Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","12,288","16,384","0","","C:\Windows\system32\drivers\rdpbus.sys","4,096"
"RDPDR","Remote Desktop Device Redirector Driver","Remote Desktop Device Redirector Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","118,784","32,768","0","","C:\Windows\system32\drivers\rdpdr.sys","4,096"
"rdyboost","ReadyBoost","ReadyBoost","Kernel ","Boot","Running","OK","TRUE","FALSE","40,960","172,032","0","","C:\Windows\system32\drivers\rdyboost.sys","4,096"
"ReFS","ReFS","ReFS","File System ","Manual","Stopped","OK","FALSE","FALSE","802,816","1,880,064","0","","C:\Windows\system32\drivers\ReFS.sys","16,384"
"ReFSv1","ReFSv1","ReFSv1","File System ","Manual","Stopped","OK","FALSE","FALSE","352,256","405,504","0","","C:\Windows\system32\drivers\ReFSv1.sys","8,192"
"RFCOMM","Bluetooth Device (RFCOMM Protocol TDI)","Bluetooth Device (RFCOMM Protocol TDI)","Kernel ","Manual","Running","OK","TRUE","FALSE","20,480","139,264","0","","C:\Windows\system32\drivers\rfcomm.sys","4,096"
"rhproxy","Resource Hub proxy driver","Resource Hub proxy driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","49,152","49,152","0","","C:\Windows\system32\drivers\rhproxy.sys","4,096"
"RoutePolicy","Microsoft Route Policy Service","Microsoft Route Policy Service","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","49,152","0","","C:\Windows\system32\drivers\RoutePolicy.sys","4,096"
"rspndr","Link-Layer Topology Discovery Responder","Link-Layer Topology Discovery Responder","Kernel ","Auto","Running","OK","TRUE","FALSE","8,192","61,440","0","","C:\Windows\system32\drivers\rspndr.sys","4,096"
"rt68cx21","Realtek NetAdapter Driver","Realtek NetAdapter Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","626,688","0","7/29/2024 12:21:44 AM","C:\Windows\system32\DriverStore\FileRepository\rt68cx21x64.inf_amd64_d1a236ce16a4bbb1\rt68cx21x64.sys","4,096"
"s3cap","s3cap","s3cap","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","8,192","0","","C:\Windows\system32\drivers\vms3cap.sys","4,096"
"sbp2port","SBP-2 Transport/Protocol Bus Driver","SBP-2 Transport/Protocol Bus Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","16,384","81,920","0","","C:\Windows\system32\drivers\sbp2port.sys","4,096"
"scfilter","Smart card PnP Class Filter Driver","Smart card PnP Class Filter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","32,768","0","","C:\Windows\system32\DRIVERS\scfilter.sys","4,096"
"scmbus","Microsoft Storage Class Memory Bus Driver","Microsoft Storage Class Memory Bus Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","49,152","81,920","0","","C:\Windows\system32\drivers\scmbus.sys","4,096"
"sdbus","sdbus","sdbus","Kernel ","Manual","Stopped","OK","FALSE","FALSE","28,672","217,088","0","","C:\Windows\system32\drivers\sdbus.sys","8,192"
"SdcaHidInbox","SoundWire HID Driver","SoundWire HID Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","77,824","49,152","0","","C:\Windows\system32\DriverStore\FileRepository\sdcahid.inf_amd64_7bf425bf12706f63\SdcaHid.sys","4,096"
"SdcaMfdInbox","SoundWire Audio Multifunction Driver","SoundWire Audio Multifunction Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","45,056","94,208","0","","C:\Windows\system32\DriverStore\FileRepository\sdcamfd.inf_amd64_5644f1d68756de67\SdcaMfd.sys","4,096"
"sdstor","SD Storage Port Driver","SD Storage Port Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","24,576","57,344","0","","C:\Windows\system32\drivers\sdstor.sys","4,096"
"SerCx","Serial UART Support Library","Serial UART Support Library","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","61,440","0","","C:\Windows\system32\drivers\SerCx.sys","4,096"
"SerCx2","Serial UART Support Library","Serial UART Support Library","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","118,784","0","","C:\Windows\system32\drivers\SerCx2.sys","4,096"
"Serenum","Serenum Filter Driver","Serenum Filter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","16,384","12,288","0","","C:\Windows\system32\drivers\serenum.sys","4,096"
"Serial","Serial port driver","Serial port driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","40,960","28,672","0","","C:\Windows\system32\drivers\serial.sys","4,096"
"sermouse","Serial Mouse Driver","Serial Mouse Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","12,288","0","","C:\Windows\system32\drivers\sermouse.sys","4,096"
"sfloppy","High-Capacity Floppy Disk Drive","High-Capacity Floppy Disk Drive","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","12,288","0","","C:\Windows\system32\drivers\sfloppy.sys","4,096"
"SiSRaid2","SiSRaid2","SiSRaid2","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","32,768","0","9/24/2008 11:28:20 AM","C:\Windows\system32\drivers\SiSRaid2.sys","4,096"
"SiSRaid4","SiSRaid4","SiSRaid4","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","69,632","0","10/1/2008 2:56:04 PM","C:\Windows\system32\drivers\sisraid4.sys","4,096"
"SmartSAMD","SmartSAMD","SmartSAMD","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","188,416","0","2/21/2019 9:54:44 AM","C:\Windows\system32\drivers\SmartSAMD.sys","4,096"
"spaceparser","spaceparser","spaceparser","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","28,672","0","","C:\Windows\system32\drivers\spaceparser.sys","4,096"
"spaceport","Storage Spaces Driver","Storage Spaces Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","200,704","454,656","0","","C:\Windows\system32\drivers\spaceport.sys","4,096"
"SpbCx","Simple Peripheral Bus Support Library","Simple Peripheral Bus Support Library","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","61,440","0","","C:\Windows\system32\drivers\SpbCx.sys","4,096"
"srv2","Server SMB 2.xxx Driver","Server SMB 2.xxx Driver","File System ","Manual","Running","OK","TRUE","FALSE","286,720","245,760","0","","C:\Windows\system32\DRIVERS\srv2.sys","4,096"
"srvnet","srvnet","srvnet","File System ","Manual","Running","OK","TRUE","FALSE","98,304","188,416","0","","C:\Windows\system32\DRIVERS\srvnet.sys","4,096"
"stexstor","stexstor","stexstor","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","16,384","0","11/26/2012 4:02:51 PM","C:\Windows\system32\drivers\stexstor.sys","4,096"
"storahci","Microsoft Standard SATA AHCI Driver","Microsoft Standard SATA AHCI Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","163,840","0","","C:\Windows\system32\drivers\storahci.sys","4,096"
"storflt","Microsoft Hyper-V Storage Accelerator","Microsoft Hyper-V Storage Accelerator","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","24,576","0","","C:\Windows\system32\drivers\vmstorfl.sys","4,096"
"stornvme","Microsoft Standard NVM Express Driver","Microsoft Standard NVM Express Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","4,096","229,376","0","","C:\Windows\system32\drivers\stornvme.sys","4,096"
"storqosflt","Storage QoS Filter Driver","Storage QoS Filter Driver","File System ","Auto","Running","OK","TRUE","FALSE","20,480","45,056","0","","C:\Windows\system32\drivers\storqosflt.sys","4,096"
"storufs","Microsoft Universal Flash Storage (UFS) Driver","Microsoft Universal Flash Storage (UFS) Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","73,728","0","","C:\Windows\system32\drivers\storufs.sys","4,096"
"storvsc","storvsc","storvsc","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","32,768","0","","C:\Windows\system32\drivers\storvsc.sys","4,096"
"swenum","Software Bus Driver","Software Bus Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","4,096","0","","C:\Windows\system32\DriverStore\FileRepository\swenum.inf_amd64_8b9dd76f362e3ec6\swenum.sys","4,096"
"Tcpip","TCP/IP Protocol Driver","TCP/IP Protocol Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","208,896","1,953,792","0","","C:\Windows\system32\drivers\tcpip.sys","12,288"
"Tcpip6","@todo.dll,-100;Microsoft IPv6 Protocol Driver","@todo.dll,-100;Microsoft IPv6 Protocol Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","208,896","1,953,792","0","","C:\Windows\system32\drivers\tcpip.sys","12,288"
"tcpipreg","@%SystemRoot%\System32\drivers\tcpipreg.sys,-10110,","@%SystemRoot%\System32\drivers\tcpipreg.sys,-10110,","Kernel ","Auto","Running","OK","TRUE","FALSE","4,096","40,960","0","","C:\Windows\system32\drivers\tcpipreg.sys","4,096"
"tdx","NetIO Legacy TDI Support Driver","NetIO Legacy TDI Support Driver","Kernel ","System","Running","OK","TRUE","FALSE","4,096","106,496","0","","C:\Windows\system32\DRIVERS\tdx.sys","4,096"
"terminpt","Microsoft Remote Desktop Input Driver","Microsoft Remote Desktop Input Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","16,384","0","","C:\Windows\system32\drivers\terminpt.sys","4,096"
"ThermalFilter","Microsoft Thermal Filter Driver","Microsoft Thermal Filter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","16,384","16,384","0","","C:\Windows\system32\DriverStore\FileRepository\c_thermal.inf_amd64_3906809d5fac687e\ThermalFilter.sys","4,096"
"TPM","TPM","TPM","Kernel ","Manual","Running","OK","TRUE","FALSE","8,192","286,720","0","","C:\Windows\system32\drivers\tpm.sys","4,096"
"TsUsbFlt","Remote Desktop USB Hub Class Filter Driver","Remote Desktop USB Hub Class Filter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","49,152","0","","C:\Windows\system32\drivers\tsusbflt.sys","4,096"
"TsUsbGD","Remote Desktop Generic USB Device","Remote Desktop Generic USB Device","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","28,672","0","","C:\Windows\system32\drivers\TsUsbGD.sys","4,096"
"tunnel","Microsoft Tunnel Miniport Adapter Driver","Microsoft Tunnel Miniport Adapter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","73,728","0","","C:\Windows\system32\drivers\tunnel.sys","4,096"
"UASPStor","USB Attached SCSI (UAS) Driver","USB Attached SCSI (UAS) Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","61,440","0","","C:\Windows\system32\drivers\uaspstor.sys","4,096"
"UcmCx0101","USB Connector Manager KMDF Class Extension","USB Connector Manager KMDF Class Extension","Kernel ","Manual","Running","OK","TRUE","FALSE","12,288","151,552","0","","C:\Windows\system32\Drivers\UcmCx.sys","4,096"
"UcmTcpciCx0101","UCM-TCPCI KMDF Class Extension","UCM-TCPCI KMDF Class Extension","Kernel ","Manual","Stopped","OK","FALSE","FALSE","28,672","118,784","0","","C:\Windows\system32\Drivers\UcmTcpciCx.sys","4,096"
"UcmUcsiAcpiClient","UCM-UCSI ACPI Client","UCM-UCSI ACPI Client","Kernel ","Manual","Running","OK","TRUE","FALSE","20,480","16,384","0","","C:\Windows\system32\drivers\UcmUcsiAcpiClient.sys","4,096"
"UcmUcsiCx0101","UCM-UCSI KMDF Class Extension","UCM-UCSI KMDF Class Extension","Kernel ","Manual","Running","OK","TRUE","FALSE","36,864","94,208","0","","C:\Windows\system32\Drivers\UcmUcsiCx.sys","4,096"
"UCPD","UCPD","UCPD","File System ","System","Running","OK","TRUE","FALSE","8,192","106,496","0","","C:\Windows\system32\drivers\UCPD.sys","4,096"
"Ucx01000","USB Host Support Library","USB Host Support Library","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","151,552","0","","C:\Windows\system32\drivers\ucx01000.sys","4,096"
"UdeCx","USB Device Emulation Support Library","USB Device Emulation Support Library","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","45,056","0","","C:\Windows\system32\drivers\udecx.sys","4,096"
"udfs","udfs","udfs","File System ","Disabled","Stopped","OK","FALSE","FALSE","200,704","122,880","0","","C:\Windows\system32\DRIVERS\udfs.sys","4,096"
"UEFI","Microsoft UEFI Driver","Microsoft UEFI Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","16,384","16,384","0","","C:\Windows\system32\DriverStore\FileRepository\uefi.inf_amd64_8681c4be783af156\UEFI.sys","4,096"
"Ufx01000","USB Function Class Extension","USB Function Class Extension","Kernel ","Manual","Stopped","OK","FALSE","FALSE","81,920","163,840","0","","C:\Windows\system32\drivers\ufx01000.sys","4,096"
"UfxChipidea","USB Chipidea Controller","USB Chipidea Controller","Kernel ","Manual","Stopped","OK","FALSE","FALSE","24,576","65,536","0","","C:\Windows\system32\DriverStore\FileRepository\ufxchipidea.inf_amd64_6e8bb2ed82835828\UfxChipidea.sys","4,096"
"ufxsynopsys","USB Synopsys Controller","USB Synopsys Controller","Kernel ","Manual","Stopped","OK","FALSE","FALSE","32,768","98,304","0","","C:\Windows\system32\drivers\ufxsynopsys.sys","4,096"
"uiomap","Microsoft UIO Mapper Driver Service","Microsoft UIO Mapper Driver Service","Kernel ","System","Running","OK","TRUE","FALSE","4,096","24,576","0","","C:\Windows\system32\DriverStore\FileRepository\uiomap.inf_amd64_10a42a73c2de27c4\uiomap.sys","4,096"
"umbus","UMBus Enumerator Driver","UMBus Enumerator Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","32,768","16,384","0","","C:\Windows\system32\DriverStore\FileRepository\umbus.inf_amd64_914dd46b4b013b1b\umbus.sys","4,096"
"UmPass","Microsoft UMPass Driver","Microsoft UMPass Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","12,288","0","","C:\Windows\system32\DriverStore\FileRepository\umpass.inf_amd64_06e016c9ffecbf73\umpass.sys","4,096"
"UnionFS","UnionFS","UnionFS","File System ","Auto","Running","OK","TRUE","FALSE","8,192","331,776","0","","C:\Windows\system32\drivers\UnionFS.sys","4,096"
"UrsChipidea","Chipidea USB Role-Switch Driver","Chipidea USB Role-Switch Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","20,480","0","","C:\Windows\system32\DriverStore\FileRepository\urschipidea.inf_amd64_37fb14618bce547b\urschipidea.sys","4,096"
"UrsCx01000","USB Role-Switch Support Library","USB Role-Switch Support Library","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","57,344","0","","C:\Windows\system32\drivers\urscx01000.sys","4,096"
"UrsSynopsys","Synopsys USB Role-Switch Driver","Synopsys USB Role-Switch Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","16,384","0","","C:\Windows\system32\DriverStore\FileRepository\urssynopsys.inf_amd64_ef0be23d0f063014\urssynopsys.sys","4,096"
"usb-platformdetection","Usb Platform Detection Driver","Usb Platform Detection Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","20,480","0","","C:\Windows\system32\DriverStore\FileRepository\usb-platformdetection.inf_amd64_aad9282cdb212e91\usb-platformdetection.sys","4,096"
"Usb4DeviceRouter","USB4 Device Router Service","USB4 Device Router Service","Kernel ","Manual","Running","OK","TRUE","FALSE","110,592","655,360","0","","C:\Windows\system32\DriverStore\FileRepository\usb4devicerouter.inf_amd64_99bd05b346a16620\Usb4DeviceRouter.sys","4,096"
"Usb4HostRouter","USB4 Host Router Service","USB4 Host Router Service","Kernel ","Manual","Running","OK","TRUE","FALSE","208,896","364,544","0","","C:\Windows\system32\DriverStore\FileRepository\usb4hostrouter.inf_amd64_5d71006f46adfaa1\Usb4HostRouter.sys","4,096"
"usbaudio","USB Audio Driver (WDM)","USB Audio Driver (WDM)","Kernel ","Manual","Stopped","OK","FALSE","FALSE","90,112","118,784","0","","C:\Windows\system32\drivers\usbaudio.sys","4,096"
"usbaudio2","USB Audio 2.0 Service","USB Audio 2.0 Service","Kernel ","Manual","Stopped","OK","FALSE","FALSE","241,664","98,304","0","","C:\Windows\system32\drivers\usbaudio2.sys","4,096"
"usbccgp","Microsoft USB Generic Parent Driver","Microsoft USB Generic Parent Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","53,248","90,112","0","","C:\Windows\system32\drivers\usbccgp.sys","4,096"
"usbcir","eHome Infrared Receiver (USBCIR)","eHome Infrared Receiver (USBCIR)","Kernel ","Manual","Stopped","OK","FALSE","FALSE","20,480","81,920","0","","C:\Windows\system32\drivers\usbcir.sys","4,096"
"usbehci","Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","77,824","0","","C:\Windows\system32\drivers\usbehci.sys","4,096"
"usbhub","Microsoft USB Standard Hub Driver","Microsoft USB Standard Hub Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","397,312","0","","C:\Windows\system32\drivers\usbhub.sys","4,096"
"USBHUB3","SuperSpeed Hub","SuperSpeed Hub","Kernel ","Manual","Running","OK","TRUE","FALSE","114,688","290,816","0","","C:\Windows\system32\drivers\UsbHub3.sys","4,096"
"usbohci","Microsoft USB Open Host Controller Miniport Driver","Microsoft USB Open Host Controller Miniport Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","32,768","0","","C:\Windows\system32\drivers\usbohci.sys","4,096"
"usbprint","Microsoft USB PRINTER Class","Microsoft USB PRINTER Class","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","45,056","0","","C:\Windows\system32\drivers\usbprint.sys","4,096"
"usbser","Microsoft USB Serial Driver","Microsoft USB Serial Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","24,576","53,248","0","","C:\Windows\system32\drivers\usbser.sys","4,096"
"USBSTOR","USB Mass Storage Driver","USB Mass Storage Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","45,056","86,016","0","","C:\Windows\system32\drivers\USBSTOR.SYS","4,096"
"usbuhci","Microsoft USB Universal Host Controller Miniport Driver","Microsoft USB Universal Host Controller Miniport Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","36,864","0","","C:\Windows\system32\drivers\usbuhci.sys","4,096"
"usbvideo","USB Video Device (WDM)","USB Video Device (WDM)","Kernel ","Manual","Running","OK","TRUE","FALSE","40,960","270,336","0","","C:\Windows\system32\Drivers\usbvideo.sys","4,096"
"USBXHCI","USB xHCI Compliant Host Controller","USB xHCI Compliant Host Controller","Kernel ","Manual","Running","OK","TRUE","FALSE","73,728","380,928","0","","C:\Windows\system32\drivers\USBXHCI.SYS","4,096"
"vdrvroot","Microsoft Virtual Drive Enumerator","Microsoft Virtual Drive Enumerator","Kernel ","Boot","Running","OK","TRUE","FALSE","8,192","12,288","0","","C:\Windows\system32\drivers\vdrvroot.sys","4,096"
"VerifierExt","Driver Verifier Extension","Driver Verifier Extension","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","110,592","0","","C:\Windows\system32\drivers\VerifierExt.sys","4,096"
"vhdmp","vhdmp","vhdmp","Kernel ","Manual","Stopped","OK","FALSE","FALSE","335,872","397,312","0","","C:\Windows\system32\drivers\vhdmp.sys","8,192"
"vhf","Virtual HID Framework (VHF) Driver","Virtual HID Framework (VHF) Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","36,864","0","","C:\Windows\system32\drivers\vhf.sys","4,096"
"Vid","Vid","Vid","Kernel ","System","Running","OK","TRUE","FALSE","446,464","217,088","0","","C:\Windows\system32\drivers\Vid.sys","4,096"
"VirtualRender","VirtualRender","VirtualRender","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","12,288","0","","C:\Windows\system32\DriverStore\FileRepository\vrd.inf_amd64_4dd0e6d66a75bb7e\vrd.sys","4,096"
"vmbus","Virtual Machine Bus","Virtual Machine Bus","Kernel ","Manual","Stopped","OK","FALSE","FALSE","36,864","98,304","0","","C:\Windows\system32\drivers\vmbus.sys","4,096"
"VMBusHID","VMBusHID","VMBusHID","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","16,384","0","","C:\Windows\system32\drivers\VMBusHID.sys","4,096"
"vmgid","Microsoft Hyper-V Guest Infrastructure Driver","Microsoft Hyper-V Guest Infrastructure Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","8,192","0","","C:\Windows\system32\drivers\vmgid.sys","4,096"
"volmgr","Volume Manager Driver","Volume Manager Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","40,960","28,672","0","","C:\Windows\system32\drivers\volmgr.sys","4,096"
"volmgrx","Dynamic Volume Manager","Dynamic Volume Manager","Kernel ","Boot","Running","OK","TRUE","FALSE","229,376","118,784","0","","C:\Windows\system32\drivers\volmgrx.sys","4,096"
"volsnap","Volume Shadow Copy driver","Volume Shadow Copy driver","Kernel ","Boot","Running","OK","TRUE","FALSE","278,528","69,632","0","","C:\Windows\system32\drivers\volsnap.sys","4,096"
"volume","Volume driver","Volume driver","Kernel ","Boot","Running","OK","TRUE","FALSE","4,096","4,096","0","","C:\Windows\system32\drivers\volume.sys","4,096"
"vpci","Microsoft Hyper-V Virtual PCI Bus","Microsoft Hyper-V Virtual PCI Bus","Kernel ","Manual","Stopped","OK","FALSE","FALSE","61,440","49,152","0","","C:\Windows\system32\drivers\vpci.sys","4,096"
"vsmraid","vsmraid","vsmraid","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","143,360","0","4/22/2014 12:21:41 PM","C:\Windows\system32\drivers\vsmraid.sys","4,096"
"VSTXRAID","VIA StorX Storage RAID Controller Windows Driver","VIA StorX Storage RAID Controller Windows Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","278,528","0","1/21/2013 11:00:28 AM","C:\Windows\system32\drivers\vstxraid.sys","4,096"
"vwifibus","Virtual Wireless Bus Driver","Virtual Wireless Bus Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","8,192","20,480","0","","C:\Windows\system32\DriverStore\FileRepository\netvwifibus.inf_amd64_ab4e111fe8221178\vwifibus.sys","4,096"
"vwififlt","Virtual WiFi Filter Driver","Virtual WiFi Filter Driver","Kernel ","System","Running","OK","TRUE","FALSE","4,096","65,536","0","","C:\Windows\system32\drivers\vwififlt.sys","4,096"
"vwifimp","Virtual WiFi Miniport Service","Virtual WiFi Miniport Service","Kernel ","Manual","Running","OK","TRUE","FALSE","8,192","40,960","0","","C:\Windows\system32\DriverStore\FileRepository\netvwifimp.inf_amd64_d5d60e62de4bba77\vwifimp.sys","4,096"
